standard_name,Cg-ORF,Cg-length,avg_ess_score,mean_treated_cpm,Sc-ORF,Sc-name,SGD-essentiality,SGD-description,Cg-to-Sc-relationship,pre-WGD-Ancestor,n_pools,pools_present
GWK60_B04895,CAGL0B05049g,4413,0.39749999999999996,549.2141036463736,YLR247C,IRC20,NA,E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent nonhomologous end joining (NHEJ) pathway; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; interacts with Cdc48p and Smt3p; null mutant displays increased levels of spontaneous Rad52p foci,1-to-1,Anc_1.389,4,"1,2,3,4"
GWK60_E02915,CAGL0E03179g,1266,0.8,548.803322201294,YGR156W,PTI1,inviable,Essential component of CPF (cleavage and polyadenylation factor); involved in 3' end formation of snoRNA and mRNA; interacts directly with Pta1p; relocalizes to the cytosol in response to hypoxia; similar to mammalian Cleavage-Stimulation Factor CstF-64,1-to-1,Anc_4.065,3,"1,3,4"
GWK60_B04543,CAGL0B04697g,555,0.0375,548.5750112751838,YCL001W,RER1,NA,"Protein involved in retention of membrane proteins; including Sec12p, in the ER; localized to Golgi; functions as a retrieval receptor in returning membrane proteins to the ER",1-to-1,Anc_1.417,4,"1,2,3,4"
GWK60_B04697,CAGL0B04851g,4623,0.3525,548.5432745369995,YCL014W,BUD3,NA,Protein involved in bud-site selection; required for axial budding pattern; localizes with septins to bud neck in mitosis and may constitute an axial landmark for next round of budding,1-to-1,Anc_1.406,4,"1,2,3,4"
GWK60_G09889,CAGL0G10175g,1734,0.2275,548.345606514392,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_M13101,CAGL0M13189g,1626,0.7375,545.8127016394449,YKL062W,MSN4,NA,"Transcriptional activator; activated in stress conditions, which results in translocation from the cytoplasm to the nucleus; binds DNA at stress response elements of responsive genes, inducing gene expression; involved in diauxic shift; MSN4 has a paralog, MSN2, that arose from the whole genome duplication",2-to-2,Anc_2.598,3,"2,3,4"
GWK60_L13189,CAGL0L09185g,1473,0.30000000000000004,544.3848931582247,NA,NA,NA,NA,2-to-1,Anc_8.098,4,"1,2,3,4"
GWK60_F01529,CAGL0F01771g,2424,0.52,542.2036717035741,YLR057W,MNL2,NA,"Putative mannosidase involved in ER-associated protein degradation; localizes to the endoplasmic reticulum; sequence similarity with seven-hairpin glycosidase (GH47) family members, such as Mns1p and Mnl1p, that hydrolyze 1,2-linked alpha-D-mannose residues; non-essential gene",1-to-1,Anc_8.039,4,"1,2,3,4"
GWK60_I05225,CAGL0I09724g,1623,0.375,537.5971826076897,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_K01595,CAGL0K01749g,3750,0.7025,537.5662103088348,YDL019C,OSH2,NA,"Member of an oxysterol-binding protein family with seven members; in S. cerevisiae, family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability; OSH2 has a paralog, SWH1, that arose from the whole genome duplication",2-to-2,Anc_3.175,3,"1,2,3"
GWK60_B04059,CAGL0B04191g,894,0.2475,537.5396458948112,YPR114W,NA,NA,Putative protein of unknown function,1-to-1,Anc_3.437,4,"1,2,3,4"
GWK60_M10967,CAGL0M11088g,657,0.4875,535.4215491129019,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_J05621,CAGL0J05830g,1824,0.565,534.5410239640789,YNL144C,NA,NA,"Putative protein of unknown function; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; contains a PH domain and binds phosphatidylinositols and phosphatidylethanolamine in a large-scale study; YNL144C has a paralog, YHR131C, that arose from the whole genome duplication",2-to-2,Anc_2.113,4,"1,2,3,4"
GWK60_M00209,CAGL0M00308g,315,0.0325,534.2398243992957,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_L12727,CAGL0L08712g,981,0.24,533.2339085223725,YPL014W,NA,NA,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus,1-to-1,Anc_8.080,4,"1,2,3,4"
GWK60_A01419,CAGL0A01606g,750,0.1425,531.6288898390486,YGL033W,HOP2,NA,Meiosis-specific protein that localizes to chromosomes; preventing synapsis between nonhomologous chromosomes and ensuring synapsis between homologs; complexes with Mnd1p to promote homolog pairing and meiotic double-strand break repair,1-to-1,Anc_4.081,4,"1,2,3,4"
GWK60_L01177,CAGL0I01364g,612,0.495,530.5841952154282,YJR050W,ISY1,NA,"Member of the NineTeen Complex (NTC); NTC contains Prp19p and stabilizes U6 snRNA in catalytic forms of spliceosome containing U2, U5, and U6 snRNAs; interacts with Prp16p to modulate splicing fidelity; isy1 syf2 cells have defective spindles",1-to-1,Anc_1.486,3,"2,3,4"
GWK60_I05379,CAGL0I09878g,2091,0.3675,530.2872736305652,YOR317W,FAA1,NA,"Long chain fatty acyl-CoA synthetase; activates imported fatty acids with a preference for C12:0-C16:0 chain lengths; functions in long chain fatty acid import; accounts for most acyl-CoA synthetase activity; localized to lipid particles; involved in sphingolipid-to-glycerolipid metabolism; forms ER foci upon DNA replication stress; FAA1 has a paralog, FAA4, that arose from the whole genome duplication",2-to-2,Anc_8.796,3,"1,2,3"
GWK60_H08217,CAGL0H08261g,2205,0.5549999999999999,529.3509677475167,YOR019W,NA,NA,"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; YOR019W has a paralog, JIP4, that arose from the whole genome duplication",2-to-2,Anc_5.609,4,"1,2,3,4"
GWK60_J10131,CAGL0J10318g,1161,0.3375,528.4393961329614,YNL078W,NIS1,NA,Protein localized in the bud neck at G2/M phase; physically interacts with septins; possibly involved in a mitotic signaling network,1-to-1,Anc_2.216,3,"1,2,4"
GWK60_D05269,CAGL0D05082g,1602,0.3875,527.3845617509535,YLL039C,UBI4,NA,"Ubiquitin; becomes conjugated to proteins, marking them for selective degradation via the ubiquitin-26S proteasome system; essential for the cellular stress response; encoded as a polyubiquitin precursor comprised of 5 head-to-tail repeats; protein abundance increases in response to DNA replication stress",1-to-1,Anc_4.016,3,"2,3,4"
GWK60_K03685,CAGL0K03817g,3954,0.265,526.0567018951925,YMR129W,POM152,NA,"Glycoprotein subunit of transmembrane ring of nuclear pore complex; contributes to nucleocytoplasmic transport, nuclear pore complex (NPC) biogenesis and spindle pole body duplication; homologous to human NUP210",1-to-1,Anc_2.406,3,"1,2,3"
GWK60_I05907,CAGL0I10472g,867,0.1325,522.2297724622999,YGR132C,PHB1,NA,Subunit of the prohibitin complex (Phb1p-Phb2p); prohibitin is a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation; prohibitin deficiency induces a mitochondrial unfolded protein response (mtUPR),1-to-1,Anc_3.494,3,"1,2,3"
GWK60_I05929,CAGL0I10494g,519,0.42,521.8087764187189,YGR131W,FHN1,NA,"Protein of unknown function; induced by ketoconazole; promoter region contains sterol regulatory element motif, which has been identified as a Upc2p-binding site; overexpression complements function of Nce102p in NCE102 deletion strain; FHN1 has a paralog, NCE102, that arose from the whole genome duplication",2-to-2,Anc_3.493,3,"1,2,3"
GWK60_L09207,CAGL0L06028g,1518,0.2275,520.6122920314499,YGL181W,GTS1,NA,"Protein involved in Arf3p regulation and in transcription regulation; localizes to the nucleus and to endocytic patches; contains an N-terminal Zn-finger and ArfGAP homology domain, a C-terminal glutamine-rich region, and a UBA (ubiquitin associated) domain; gts1 mutations affect budding, cell size, heat tolerance, sporulation, life span, ultradian rhythms, endocytosis; expression oscillates in a pattern similar to metabolic oscillations",1-to-1,Anc_8.142,3,"2,3,4"
GWK60_H09229,CAGL0H09262g,1878,0.245,520.3662437003322,NA,NA,NA,NA,1-to-0,NA,3,"1,2,3"
GWK60_F01749,CAGL0F01991g,540,0.17,520.1567495610958,YLR050C,NA,NA,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YLR050C is not an essential gene,1-to-1,Anc_8.060,4,"1,2,3,4"
GWK60_J01925,CAGL0J02068g,2127,0.5125,517.482241113033,YIL005W,EPS1,NA,"ER protein with chaperone and co-chaperone activity; involved in retention of resident ER proteins; has a role in recognizing proteins targeted for ER-associated degradation (ERAD), member of the protein disulfide isomerase family",2-to-1,Anc_7.134,4,"1,2,3,4"
GWK60_J07359,CAGL0J07524g,2922,0.8025,516.9866782109302,YNL236W,SIN4,NA,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription,1-to-1,Anc_2.008,3,"1,2,3"
GWK60_K02497,CAGL0K02629g,1122,0.3275,516.7055470334458,NA,NA,NA,NA,2-to-1,Anc_2.133,4,"1,2,3,4"
GWK60_C03707,CAGL0C04169g,2079,0.46499999999999997,515.6208528541566,YBR007C,DSF2,NA,Deletion suppressor of mpt5 mutation; relocalizes from bud neck to cytoplasm upon DNA replication stress,1-to-1,Anc_3.196,4,"1,2,3,4"
GWK60_K02189,CAGL0K02343g,3489,0.4325,515.5588072163583,YPR022C,NA,NA,"Putative transcription factor, as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS",1-to-1,Anc_8.130,4,"1,2,3,4"
GWK60_G01771,CAGL0G01903g,1827,0.2375,513.8624526555607,YKR069W,MET1,NA,"S-adenosyl-L-methionine uroporphyrinogen III transmethylase; involved in the biosynthesis of siroheme, a prosthetic group used by sulfite reductase; required for sulfate assimilation and methionine biosynthesis",1-to-1,Anc_5.651,3,"1,2,3"
GWK60_I04609,CAGL0I09108g,1896,0.535,512.4341795828431,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_L13035,CAGL0L09020g,702,0.14,511.57606100245005,YPL002C,SNF8,NA,Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome; appears to be functionally related to SNF7; involved in glucose derepression,1-to-1,Anc_8.089,4,"1,2,3,4"
GWK60_I03619,CAGL0I08107g,1629,0.1775,510.3956239839197,YOL070C,NBA1,NA,"Protein of unknown function; localizes to the bud neck and cytoplasm; interacts with Nap1p; may interact with ribosomes, based on co-purification experiments; potential Cdc28p substrate",1-to-1,Anc_3.148,4,"1,2,3,4"
GWK60_D05731,CAGL0D05544g,2736,0.635,510.0200788911968,YLL013C,PUF3,NA,Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins,1-to-1,Anc_5.196,4,"1,2,3,4"
GWK60_L12397,CAGL0L02827g,2055,0.3125,509.5482997916456,YOR208W,PTP2,NA,Phosphotyrosine-specific protein phosphatase; involved in the inactivation of mitogen-activated protein kinase (MAPK) during osmolarity sensing; dephosporylates Hog1p MAPK and regulates its localization; localized to the nucleus,1-to-1,Anc_8.623,3,"1,3,4"
GWK60_M07601,CAGL0M07612g,1746,0.35,506.7410664255568,YMR020W,FMS1,NA,"Polyamine oxidase; converts spermine to spermidine, which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis",1-to-1,Anc_2.567,4,"1,2,3,4"
GWK60_I01551,CAGL0I06094g,1353,0.1925,506.11548011669817,YJL155C,FBP26,NA,"Fructose-2,6-bisphosphatase, required for glucose metabolism; protein abundance increases in response to DNA replication stress",1-to-1,Anc_1.192,4,"1,2,3,4"
GWK60_C03729,CAGL0C04191g,1476,0.15250000000000002,504.19573828327583,YBR006W,UGA2,NA,Succinate semialdehyde dehydrogenase; involved in the utilization of gamma-aminobutyrate (GABA) as a nitrogen source; part of the 4-aminobutyrate and glutamate degradation pathways; localized to the cytoplasm,1-to-1,Anc_3.199,3,"2,3,4"
GWK60_D06787,CAGL0D06600g,2178,0.48,503.72300571745427,YLL019C,KNS1,NA,"Protein kinase involved in negative regulation of PolIII transcription; effector kinase of the TOR signaling pathway and phosphorylates Rpc53p to regulate ribosome and tRNA biosynthesis; member of the LAMMER family of protein kinases, which are serine/threonine kinases also capable of phosphorylating tyrosine residues; capable of autophosphorylation",1-to-1,Anc_4.042,4,"1,2,3,4"
GWK60_G00517,CAGL0G00660g,1530,0.255,501.8434780324725,YAR002W,NUP60,NA,FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; relocalizes to the cytosol in response to hypoxia; both NUP1 and NUP60 are homologous to human NUP153,1-to-1,Anc_4.125,4,"1,2,3,4"
GWK60_B04653,CAGL0B04807g,1260,0.1725,500.29417037486655,YCL011C,GBP2,NA,"Poly(A+) RNA-binding protein; involved in the export of mRNAs from the nucleus to the cytoplasm; similar to Npl3p; also binds single-stranded telomeric repeat sequence in vitro; relocalizes to the cytosol in response to hypoxia; GBP2 has a paralog, HRB1, that arose from the whole genome duplication",2-to-2,Anc_1.408,4,"1,2,3,4"
GWK60_M11891,CAGL0M11946g,1248,0.2825,497.8296813261887,YAL042W,ERV46,NA,Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport,1-to-1,Anc_7.031,3,"1,3,4"
GWK60_F01617,CAGL0F01859g,2388,0.34,497.75657129363435,YLR054C,OSW2,NA,Protein of unknown function reputedly involved in spore wall assembly,1-to-1,Anc_8.050,3,"1,2,4"
GWK60_J02189,CAGL0J02332g,2685,0.6775,496.8796849696857,YIL017C,VID28,NA,"GID Complex subunit, serves as adaptor for regulatory subunit Vid24p; protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase); localized to the nucleus and the cytoplasm",1-to-1,Anc_7.184,4,"1,2,3,4"
GWK60_E02563,CAGL0E02783g,3612,0.725,495.8437249910509,YBL007C,SLA1,NA,Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains,1-to-1,Anc_4.108,4,"1,2,3,4"
GWK60_I00297,CAGL0L00759g,921,0.1225,495.83365778562677,YER055C,HIS1,NA,"ATP phosphoribosyltransferase; a hexameric enzyme, catalyzes the first step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control",1-to-1,Anc_7.232,4,"1,2,3,4"
GWK60_B04763,CAGL0B04917g,1236,0.47000000000000003,495.17472424841327,YLR174W,IDP2,NA,"Cytosolic NADP-specific isocitrate dehydrogenase; catalyzes oxidation of isocitrate to alpha-ketoglutarate; levels are elevated during growth on non-fermentable carbon sources and reduced during growth on glucose; IDP2 has a paralog, IDP3, that arose from the whole genome duplication",2-to-2,Anc_1.396,3,"1,2,3"
GWK60_L06677,CAGL0L08481g,213,0.085,494.36161742729837,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_I04983,CAGL0I09482g,1290,0.21,491.9676420803491,YBR273C,UBX7,NA,"UBX (ubiquitin regulatory X) domain-containing protein; interacts with Cdc48p; UBX7 has a paralog, UBX6, that arose from the whole genome duplication",2-to-2,Anc_1.335,4,"1,2,3,4"
GWK60_A01133,CAGL0A01221g,882,0.3075,491.9488052813163,NA,NA,NA,NA,1-to-0,NA,3,"1,2,3"
GWK60_J04939,CAGL0J05126g,1302,0.49,491.8194937231031,YJL060W,BNA3,NA,Kynurenine aminotransferase; catalyzes formation of kynurenic acid from kynurenine; potential Cdc28p substrate,1-to-1,Anc_1.321,4,"1,2,3,4"
GWK60_F04125,CAGL0F04499g,1893,0.6799999999999999,491.4238545630073,YBL042C,FUI1,NA,"High affinity uridine permease, localizes to the plasma membrane; also mediates low but significant transport of the cytotoxic nucleoside analog 5-fluorouridine; not involved in uracil transport; relative distribution to the vacuole increases upon DNA replication stress",1-to-1,Anc_7.481,4,"1,2,3,4"
GWK60_C03531,CAGL0C03916g,1887,0.4,490.38742895458495,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_J08173,CAGL0J08316g,1500,0.28,490.07140438641704,YNL277W,MET2,NA,L-homoserine-O-acetyltransferase; catalyzes the conversion of homoserine to O-acetyl homoserine which is the first step of the methionine biosynthetic pathway,1-to-1,Anc_1.068,4,"1,2,3,4"
GWK60_C04213,CAGL0C04719g,585,0.4475,489.05988535960114,YJR102C,VPS25,NA,Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome,1-to-1,Anc_7.474,4,"1,2,3,4"
GWK60_H08745,CAGL0H08778g,3198,0.86,486.24030103641076,YPR042C,PUF2,NA,"mRNA-binding protein; member of the PUF protein family, which is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding membrane-associated proteins; PUF2 has a paralog, JSN1, that arose from the whole genome duplication",2-to-2,Anc_7.462,3,"1,2,3"
GWK60_G00121,CAGL0G00242g,4434,0.7975,485.55996346284576,YGR281W,YOR1,NA,Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter mediates export of many different organic anions including oligomycin; homolog of human cystic fibrosis transmembrane receptor (CFTR),1-to-1,Anc_5.010,4,"1,2,3,4"
GWK60_L09801,CAGL0L05434g,1041,0.48,484.73719539299196,YJL116C,NCA3,NA,"Protein involved in mitochondrion organization; functions with Nca2p to regulate mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase; member of the SUN family; expression induced in cells treated with the mycotoxin patulin; NCA3 has a paralog, UTH1, that arose from the whole genome duplication",2-to-2,Anc_1.241,3,"2,3,4"
