standard_name,Cg-ORF,Cg-length,avg_ess_score,mean_treated_cpm,Sc-ORF,Sc-name,SGD-essentiality,SGD-description,Cg-to-Sc-relationship,pre-WGD-Ancestor,n_pools,pools_present
GWK60_K11407,CAGL0K11638g,1779,0.4825,287.7973418292036,YKL121W,DGR2,NA,"Protein of unknown function; null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds; DGR2 has a paralog, YMR102C, that arose from the whole genome duplication",2-to-2,Anc_2.450,4,"1,2,3,4"
GWK60_I00935,CAGL0I05500g,960,0.455,286.5860895879066,YER099C,PRS2,NA,"5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP; which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes; PRS2 has a paralog, PRS4, that arose from the whole genome duplication",1-to-2,Anc_7.391,4,"1,2,3,4"
GWK60_B04807,CAGL0B04961g,897,0.4575,282.24690396904856,YLR172C,DPH5,NA,Methyltransferase required for synthesis of diphthamide; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); not essential for viability; GFP-Dph5p fusion protein localizes to the cytoplasm,1-to-1,Anc_1.387,4,"1,2,3,4"
GWK60_H07535,CAGL0H07557g,1431,0.4625,281.1745622441818,YGL254W,FZF1,NA,"Transcription factor involved in sulfite metabolism; sole identified regulatory target is SSU1; overexpression suppresses sulfite-sensitivity of many unrelated mutants due to hyperactivation of SSU1, contains five zinc fingers; protein abundance increases in response to DNA replication stress",1-to-1,NA,4,"1,2,3,4"
GWK60_H09911,CAGL0H09966g,552,0.065,280.3262261047187,YBR047W,FMP23,NA,"Putative protein of unknown function; proposed to be involved in iron or copper homeostasis; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",1-to-1,Anc_3.254,4,"1,2,3,4"
GWK60_K04521,CAGL0K04653g,1755,0.585,279.369794250931,YGR068C,ART5,NA,Protein proposed to regulate endocytosis of plasma membrane proteins; regulates by recruiting the ubiquitin ligase Rsp5p to its target in the plasma membrane,1-to-1,Anc_4.215,4,"1,2,3,4"
GWK60_F07205,CAGL0F07667g,2481,0.32,278.8226993559088,YMR164C,MSS11,NA,Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals,1-to-1,Anc_2.346,4,"1,2,3,4"
GWK60_B02761,CAGL0B02882g,1851,0.36,277.50281227027665,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_K02013,CAGL0K02167g,3489,0.485,275.9017613370307,YER129W,SAK1,NA,"Upstream serine/threonine kinase for the SNF1 complex; partially redundant with Elm1p and Tos3p; members of this family have functional orthology with LKB1, a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome; SAK1 has a paralog, TOS3, that arose from the whole genome duplication",1-to-2,Anc_8.140,4,"1,2,3,4"
GWK60_F02079,CAGL0F02365g,696,0.135,275.5592964302603,YFR008W,FAR7,NA,"Protein involved in recovery from pheromone-induced cell cycle arrest; acts in a Far1p-independent pathway; interacts with Far3p, Far8p, Far9p, Far10p, and Far11p; protein abundance increases in response to DNA replication stress",1-to-1,Anc_8.105,4,"1,2,3,4"
GWK60_I00407,CAGL0L00869g,1260,0.245,271.77820663611374,YIL042C,PKP1,NA,Mitochondrial protein kinase; involved in negative regulation of pyruvate dehydrogenase complex activity by phosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinase Pkp2p and phosphatases Ptc5p and Ptc6p,1-to-1,Anc_7.222,4,"1,2,3,4"
GWK60_K03223,CAGL0K03377g,2937,0.565,271.34532855471315,YMR102C,NA,NA,"Protein of unknown function; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; mutant shows increased resistance to azoles; not an essential gene; YMR102C has a paralog, DGR2, that arose from the whole genome duplication",2-to-2,Anc_2.450,4,"1,2,3,4"
GWK60_F04455,CAGL0F04851g,1779,0.505,268.2216460344408,YPR155C,NCA2,NA,Protein that regulates expression of Fo-F1 ATP synthase subunits; involved in the regulation of mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase; functions with Nca3p,1-to-1,Anc_3.502,4,"1,2,3,4"
GWK60_L13893,CAGL0L09889g,2154,0.415,267.1056650206044,YKL025C,PAN3,NA,Essential subunit of the Pan2p-Pan3p poly(A)-ribonuclease complex; complex acts to control poly(A) tail length and regulate the stoichiometry and activity of postreplication repair complexes,1-to-1,Anc_2.669,4,"1,2,3,4"
GWK60_C02893,CAGL0C03289g,4947,0.6275,265.24325452842004,YLL048C,YBT1,NA,"Transporter of the ATP-binding cassette (ABC) family; involved in bile acid transport; negative regulator of vacuole fusion; regulates release of lumenal Ca2+ stores; similar to mammalian bile transporters; YBT1 has a paralog, VMR1, that arose from the whole genome duplication",2-to-2,Anc_4.006,4,"1,2,3,4"
GWK60_F07645,CAGL0F08107g,1260,0.375,263.80638161592435,YGR244C,LSC2,NA,Beta subunit of succinyl-CoA ligase; succinyl-CoA ligase is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate,1-to-1,Anc_5.082,4,"1,2,3,4"
GWK60_E01925,CAGL0E02145g,957,0.3575,262.2290645062217,YOL113W,SKM1,NA,"Member of the PAK family of serine/threonine protein kinases; similar to Ste20p; involved in down-regulation of sterol uptake; proposed to be a downstream effector of Cdc42p during polarized growth; SKM1 has a paralog, CLA4, that arose from the whole genome duplication",2-to-2,Anc_3.060,4,"1,2,3,4"
GWK60_G03817,CAGL0G03993g,354,0.1325,261.59971574625877,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_K04125,CAGL0K04257g,1644,0.38,261.0141464000129,YGR044C,RME1,NA,Zinc finger protein involved in control of meiosis; prevents meiosis by repressing IME1 expression and promotes mitosis by activating CLN2 expression; directly repressed by a1-alpha2 regulator; mediates cell type control of sporulation; relocalizes from nucleus to cytoplasm upon DNA replication stress,1-to-1,Anc_4.189,4,"1,2,3,4"
GWK60_B03839,CAGL0B03971g,1632,0.4,258.442353624253,YJR015W,NA,NA,"Putative protein of unknown function; localizes to endoplasmic reticulum and cytoplasm; predicted to encode a membrane transporter based on phylogenetic analysis; not an essential gene; YJR015W has a paralog, SNG1, that arose from the whole genome duplication",2-to-2,Anc_5.143,4,"1,2,3,4"
GWK60_M09713,CAGL0M09757g,1062,0.10250000000000001,254.22225631585508,YLR287C,NA,NA,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLR287C is not an essential gene,1-to-1,Anc_6.082,4,"1,2,3,4"
GWK60_D05863,CAGL0D05676g,1962,0.49,253.0533424739948,YLL007C,NA,NA,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLL007C is not an essential gene,1-to-1,Anc_5.209,4,"1,2,3,4"
GWK60_D00561,CAGL0D00462g,2139,0.905,252.12823094616638,YKL185W,ASH1,NA,"Component of the Rpd3L histone deacetylase complex; zinc-finger inhibitor of HO transcription; mRNA is localized and translated in the distal tip of anaphase cells, resulting in accumulation of Ash1p in daughter cell nuclei and inhibition of HO expression; potential Cdc28p substrate",1-to-1,Anc_4.283,4,"1,2,3,4"
GWK60_M01155,CAGL0M01254g,1797,0.5875,250.63007405880626,NA,NA,NA,NA,2-to-1,Anc_5.379,4,"1,2,3,4"
GWK60_I00539,CAGL0L01001g,2412,0.605,248.80488184627103,YIL038C,NOT3,NA,Subunit of CCR4-NOT global transcriptional regulator; involved intranscription initiation and elongation and in mRNA degradation; conserved lysine in human homolog of Not3p and Not5p is mutated in cancers,1-to-1,Anc_7.214,4,"1,2,3,4"
GWK60_L13343,CAGL0L09339g,2634,0.6825,246.8499639665587,YPR008W,HAA1,NA,"Transcriptional activator involved in adaptation to weak acid stress; activates transcription of TPO2, YRO2, and other genes encoding membrane stress proteins; HAA1 has a paralog, CUP2, that arose from the whole genome duplication; relocalizes from cytoplasm to nucleus upon DNA replication stress",2-to-2,Anc_8.106,4,"1,2,3,4"
GWK60_H03201,CAGL0H03399g,1671,0.3275,245.7549525640958,YGL077C,HNM1,NA,"Plasma membrane transporter for choline, ethanolamine, and carnitine; involved in the uptake of nitrogen mustard and the uptake of glycine betaine during hypersaline stress; co-regulated with phospholipid biosynthetic genes and negatively regulated by choline and myo-inositol",1-to-1,Anc_6.205,4,"1,2,3,4"
GWK60_C01375,CAGL0C01771g,1458,0.4875,244.21926568181058,YBR241C,NA,NA,"Putative transporter, member of the sugar porter family; green fluorescent protein (GFP)-fusion protein localizes to the vacuolar membrane; YBR241C is not an essential gene; YBR241C has a paralog, VPS73, that arose from the whole genome duplication",1-to-2,Anc_6.155,4,"1,2,3,4"
GWK60_K01573,CAGL0K01727g,1500,0.5499999999999999,243.75617180818267,YDL020C,RPN4,NA,Transcription factor that stimulates expression of proteasome genes; Rpn4p levels are in turn regulated by the 26S proteasome in a negative feedback control mechanism; RPN4 is transcriptionally regulated by various stress responses; relative distribution to the nucleus increases upon DNA replication stress,1-to-1,Anc_3.173,4,"1,2,3,4"
GWK60_B03817,CAGL0B03949g,1899,0.665,242.79310764289545,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_J06875,CAGL0J07040g,3738,0.7949999999999999,242.12423435815103,YPL110C,GDE1,NA,"Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate, for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes",1-to-1,Anc_8.599,4,"1,2,3,4"
GWK60_G01837,CAGL0G01969g,1617,0.5925,237.8257802129196,YKR072C,SIS2,NA,"Negative regulatory subunit of protein phosphatase 1 (Ppz1p); involved in coenzyme A biosynthesis; subunit of phosphopantothenoylcysteine decarboxylase (PPCDC: Cab3p, Sis2p, Vhs3p) complex and the CoA-Synthesizing Protein Complex (CoA-SPC: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p); SIS2 has a paralog, VHS3, that arose from the whole genome duplication",2-to-2,Anc_5.655,4,"1,2,3,4"
GWK60_M05379,CAGL0M05445g,2799,0.62,236.40427935390144,YBR203W,COS111,NA,"Protein required for antifungal drug ciclopirox olamine resistance; not related to the subtelomerically-encoded COS family; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",1-to-1,Anc_8.526,4,"1,2,3,4"
GWK60_L16423,CAGL0L12452g,2682,0.3725,235.8914839581199,YPL032C,SVL3,NA,"Protein of unknown function; mutant phenotype suggests a potential role in vacuolar function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; relocalizes from bud neck to cytoplasm upon DNA replication stress; SVL3 has a paralog, PAM1, that arose from the whole genome duplication",2-to-2,Anc_8.484,4,"1,2,3,4"
GWK60_G09339,CAGL0G09625g,408,0.32,234.806573425698,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_L00693,CAGL0I00880g,2211,0.7525,234.75229985899122,YMR137C,PSO2,NA,Nuclease required for DNA single- and double-strand break repair; acts at a post-incision step in repair of breaks that result from interstrand cross-links produced by a variety of mono- and bi-functional psoralen derivatives; induced by UV-irradiation; forms nuclear foci upon DNA replication stress,1-to-1,Anc_2.394,4,"1,2,3,4"
GWK60_K00209,CAGL0K00363g,3684,0.5700000000000001,232.7781663116547,YKL209C,STE6,NA,"Plasma membrane ATP-binding cassette (ABC) transporter; required for the export of a-factor, catalyzes ATP hydrolysis coupled to a-factor transport; contains 12 transmembrane domains and two ATP binding domains; expressed only in MATa cells",1-to-1,Anc_1.527,4,"1,2,3,4"
GWK60_J07337,CAGL0J07502g,1299,0.18,231.8895590299821,YNL234W,NA,NA,Protein of unknown function with similarity to globins; has a functional heme-binding domain; mutant has aneuploidy tolerance; transcription induced by stress conditions; may be involved in glucose signaling or metabolism; regulated by Rgt1,1-to-1,Anc_2.009,4,"1,2,3,4"
GWK60_L07535,CAGL0L07700g,1707,0.3775,229.3455686332544,YCR014C,POL4,NA,DNA polymerase IV; undergoes pair-wise interactions with Dnl4p-Lif1p and Rad27p to mediate repair of DNA double-strand breaks by non-homologous end joining (NHEJ); homologous to mammalian DNA polymerase beta,1-to-1,Anc_1.429,4,"1,2,3,4"
GWK60_E04851,CAGL0E05148g,3246,0.52,228.8169544214641,YGL156W,AMS1,NA,Vacuolar alpha mannosidase; involved in free oligosaccharide (fOS) degradation; delivered to the vacuole in a novel pathway separate from the secretory pathway,1-to-1,Anc_2.311,4,"1,2,3,4"
GWK60_E05269,CAGL0E05610g,1527,0.44,226.42071728619712,YOR347C,PYK2,NA,"Pyruvate kinase; appears to be modulated by phosphorylation; transcription repressed by glucose, and Pyk2p may be active under low glycolytic flux; PYK2 has a paralog, CDC19, that arose from the whole genome duplication",2-to-2,Anc_7.045,4,"1,2,3,4"
GWK60_E03487,CAGL0E03784g,1815,0.57,224.6935266921167,YHL029C,OCA5,NA,Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts,1-to-1,Anc_4.019,4,"1,2,3,4"
GWK60_D02717,CAGL0D02552g,432,0.18,224.05865085066085,YNL328C,MDJ2,NA,Constituent of the mitochondrial import motor; associated with the presequence translocase; function overlaps with that of Pam18p; stimulates the ATPase activity of Ssc1p to drive mitochondrial import; contains a J domain,1-to-1,Anc_3.010,4,"1,2,3,4"
GWK60_L13695,CAGL0L09691g,2475,0.3125,222.76230629228849,YKL015W,PUT3,NA,"Transcriptional activator; binds specific gene recruitment sequences and is required for DNA zip code-mediated targeting of genes to nuclear periphery; regulates proline utilization genes, constitutively binds PUT1 and PUT2 promoters as a dimer, undergoes conformational change to form active state; binds other promoters only under activating conditions; differentially phosphorylated in presence of different nitrogen sources; has a Zn(2)-Cys(6) binuclear cluster domain",1-to-1,Anc_2.654,4,"1,2,3,4"
GWK60_M08789,CAGL0M08844g,1533,0.5275,221.63367914595713,YDR257C,RKM4,NA,Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 55); nuclear SET-domain containing protein,1-to-1,Anc_5.616,4,"1,2,3,4"
GWK60_H00253,CAGL0H00440g,1338,0.3775,220.4556366653392,YJR124C,NA,NA,Putative protein of unknown function; expression induced under calcium shortage,1-to-1,Anc_7.511,4,"1,2,3,4"
GWK60_M04059,CAGL0M04147g,2925,0.58,216.07864323398076,YNL321W,VNX1,NA,Calcium/H+ antiporter localized to the endoplasmic reticulum membrane; member of the calcium exchanger (CAX) family; potential Cdc28p substrate,1-to-1,Anc_3.019,4,"1,2,3,4"
GWK60_K00869,CAGL0K01023g,966,0.4575,214.63694873656644,YGR084C,MRP13,NA,Mitochondrial ribosomal protein of the small subunit,1-to-1,Anc_3.414,4,"1,2,3,4"
GWK60_F02167,CAGL0F02453g,1845,0.5,213.46209093985692,YJL201W,ECM25,NA,Non-essential protein of unknown function; promoter contains a consensus binding sequence for factor Abf1p,1-to-1,Anc_1.133,4,"1,2,3,4"
GWK60_C02409,CAGL0C02783g,1119,0.3525,212.79504939903703,YHL022C,SPO11,NA,Meiosis-specific protein that initiates meiotic recombination; initiates meiotic recombination by catalyzing the formation of double-strand breaks in DNA via a transesterification reaction; required for homologous chromosome pairing and synaptonemal complex formation,1-to-1,Anc_7.109,4,"1,2,3,4"
GWK60_H04367,CAGL0H04477g,4881,0.5675,211.86681155532503,YMR162C,DNF3,NA,Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; localizes to the trans-Golgi network; likely involved in protein transport; type 4 P-type ATPase,1-to-1,Anc_2.349,4,"1,2,3,4"
GWK60_G09471,CAGL0G09757g,4272,0.3875,210.86301540769387,YLR278C,NA,NA,Zinc-cluster protein; GFP-fusion protein localizes to the nucleus; mutant shows moderate growth defect on caffeine; has a prion-domain like fragment that increases frequency of [URE3]; YLR278C is not an essential gene,1-to-1,Anc_6.075,4,"1,2,3,4"
GWK60_F00297,CAGL0F00429g,579,0.3975,209.3131650004458,YJR069C,HAM1,NA,"Nucleoside triphosphate pyrophosphohydrolase; active against a wide range of substrates including ITP, dITP and XTP; mediates exclusion of noncanonical purines and pyrimadines from deoxyribonucleoside triphosphate pools; mutant is sensitive to the base analog 6-N-hydroxylaminopurine; protein abundance increases in response to DNA replication stress",1-to-1,Anc_1.520,4,"1,2,3,4"
GWK60_B00649,CAGL0B00814g,1089,0.5775,208.37339291647274,YCL034W,LSB5,NA,"Protein of unknown function; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization; may mediate disassembly of the Pan1 complex from the endocytic coat",1-to-1,Anc_1.039,4,"1,2,3,4"
GWK60_E02233,CAGL0E02431g,2154,0.6275,207.562914941116,YOL006C,TOP1,NA,"Topoisomerase I; nuclear enzyme that relieves torsional strain in DNA by cleaving and re-sealing the phosphodiester backbone; relaxes both positively and negatively supercoiled DNA; functions in replication, transcription, and recombination",2-to-1,Anc_6.032,4,"1,2,3,4"
GWK60_I01815,CAGL0I06358g,5946,0.785,206.23777387560264,YJL207C,LAA1,NA,AP-1 accessory protein; colocalizes with clathrin to the late-Golgi apparatus; involved in TGN-endosome transport; physically interacts with AP-1; similar to the mammalian p200; may interact with ribosomes; YJL207C is a non-essential gene,1-to-1,Anc_1.127,4,"1,2,3,4"
GWK60_L11759,CAGL0L03476g,2391,0.775,202.22238097549305,YJL093C,TOK1,NA,"Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem, each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin",1-to-1,Anc_1.273,4,"1,2,3,4"
GWK60_H05269,CAGL0H05357g,2313,0.7975,195.4480660295143,YPL074W,YTA6,NA,Putative ATPase of the CDC48/PAS1/SEC18 (AAA) family; localized to the cortex of mother cells but not to daughter cells; relocalizes from cytoplasm to plasma membrane foci upon DNA replication stress,1-to-1,Anc_8.542,4,"1,2,3,4"
GWK60_K02321,CAGL0K02475g,453,0.2975,194.9169094107083,YPR017C,DSS4,NA,"Guanine nucleotide dissociation stimulator for Sec4p; functions in the post-Golgi secretory pathway; binds zinc, found both on membranes and in the cytosol",1-to-1,Anc_8.119,4,"1,2,3,4"
GWK60_H06127,CAGL0H06215g,3288,0.875,194.12750625715677,NA,NA,NA,NA,2-to-1,Anc_7.081,4,"1,2,3,4"
GWK60_K10043,CAGL0K10252g,3804,0.7325,191.52406176721706,YOR124C,UBP2,NA,Ubiquitin-specific protease; removes ubiquitin from ubiquitinated proteins; deubiquitinates Rsp5p and is required for MVB sorting of membrane proteins; can cleave polyubiquitin and has isopeptidase activity,1-to-1,Anc_5.443,4,"1,2,3,4"
GWK60_J02145,CAGL0J02310g,462,0.045,191.28537070085417,YIL016W,SNL1,NA,Ribosome-associated protein; proposed to act in protein synthesis and nuclear pore complex biogenesis and maintenance as well as protein folding; has similarity to the mammalian BAG-1 protein,1-to-1,Anc_7.183,4,"1,2,3,4"
GWK60_J02563,CAGL0J02750g,1149,0.20500000000000002,188.10698304528316,YER048C,CAJ1,NA,"Nuclear type II J heat shock protein of the E. coli dnaJ family; contains a leucine zipper-like motif, binds to non-native substrates for presentation to Ssa3p, may function during protein translocation, assembly and disassembly",2-to-1,Anc_7.217,4,"1,2,3,4"
GWK60_H07865,CAGL0H07887g,2376,0.41000000000000003,186.71122384759727,YGL234W,"ADE5,7",NA,Enzyme of the 'de novo' purine nucleotide biosynthetic pathway; contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase activities,1-to-1,Anc_3.557,4,"1,2,3,4"
GWK60_L11297,CAGL0L03938g,1914,0.23,184.4656371801145,YNL115C,NA,NA,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL115C is not an essential gene,1-to-1,Anc_2.158,4,"1,2,3,4"
GWK60_F02299,CAGL0F02563g,648,0.62,183.8808294057388,YDR399W,HPT1,NA,Dimeric hypoxanthine-guanine phosphoribosyltransferase; catalyzes the transfer of the phosphoribosyl portion of 5-phosphoribosyl-alpha-1-pyrophosphate to a purine base (either guanine or hypoxanthine) to form pyrophosphate and a purine nucleotide (either guanosine monophosphate or inosine monophosphate); mutations in the human homolog HPRT1 can cause Lesch-Nyhan syndrome and Kelley-Seegmiller syndrome,1-to-1,Anc_5.491,4,"1,2,3,4"
GWK60_G01573,CAGL0G01716g,1143,0.3925,179.95337076344714,YPR106W,ISR1,NA,"Predicted protein kinase; overexpression causes sensitivity to staurosporine, which is a potent inhibitor of protein kinase C",1-to-1,Anc_3.421,4,"1,2,3,4"
GWK60_I04279,CAGL0I08789g,1236,0.35,171.90214748438956,YGR169C,PUS6,NA,tRNA:pseudouridine synthase; catalyzes the conversion of uridine to pseudouridine at position 31 in cytoplasmic and mitochondrial tRNAs; mutation of Asp168 to Ala abolishes enzyme activity; not essential for viability,1-to-1,Anc_5.171,4,"1,2,3,4"
GWK60_L15983,CAGL0L12012g,882,0.5075,170.57443643663828,YER175C,TMT1,NA,"Trans-aconitate methyltransferase; cytosolic enzyme that catalyzes the methyl esterification of 3-isopropylmalate, an intermediate of the leucine biosynthetic pathway, and trans-aconitate, which inhibits the citric acid cycle",1-to-1,Anc_8.241,4,"1,2,3,4"
GWK60_A03091,CAGL0A03212g,807,0.5275,160.90316838270533,YDR384C,ATO3,NA,"Plasma membrane protein, putative ammonium transporter; regulation pattern suggests a possible role in export of ammonia from the cell; phosphorylated in mitochondria; member of the TC 9.B.33 YaaH family of putative transporters",1-to-1,Anc_5.464,4,"1,2,3,4"
GWK60_M11341,CAGL0M11418g,1056,0.2975,149.72832894838513,YLR097C,HRT3,NA,"Putative SCF-ubiquitin ligase F-box protein; based on both genetic and physical interactions and sequence similarity; identified in association with Cdc53p, Skp1p and Ubi4 in large and small-scale studies",1-to-1,Anc_8.281,4,"1,2,3,4"
GWK60_E01287,CAGL0E01529g,1161,0.51,122.82678594783123,YOL136C,PFK27,NA,"6-phosphofructo-2-kinase; catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate, expression induced by glucose and sucrose, transcriptional regulation involves protein kinase A",1-to-1,Anc_3.026,4,"1,2,3,4"
