Standard name,Common name,Sc ortholog,Essential in Sc,Sc synthetic lethals,Sc fitness,Essential in albicans,Sp ortholog,Essential in Sp,Hits,Reads,Length,Neighborhood index,100 bp upstream hits,Max free region,Freedom index,Logit FI,Kornmann FI,Type,Description
C5_03390C_A,FUR1,FUR1,,,NaN,No,SPAC1B3.01c,No,11,892,657,0.6745035844167916,3,155,0.2359208523592085,0.23350224550628207,0.28936657041438063,ORF|Verified,"Uracil phosphoribosyltransferase; predicted tetrameric enzyme of pyrimidine salvage; mutations associated with flucytosine resistance in clade I clinical isolates; flucytosine, macrophage-induced protein; levels decrease in stationary phase"
C5_03400C_A,,LSM7,,,0.6747,,lsm7,Yes,1,1,527,0.1119935402101476,5,240,0.6451612903225806,0.5471798944150585,0.0,ORF|Alternatively spliced|Uncharacterized,Lsm (Like Sm) protein; predicted role in involved in mRNA decay; Spider biofilm repressed
C5_03410C_A,,MRPL20,,,0.5470,,,,0,0,522,0.0,0,522,1.0,0.9615800144984347,0.0,ORF|Uncharacterized,Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization
C5_03420W_A,tE(UUC)5,,,,,,,,1,159,94,0.5395262557077626,0,37,0.5138888888888888,0.11179664267145609,0.0,tRNA|Uncharacterized,"tRNA-Glu, predicted by tRNAscan-SE; UUC anticodon"
C5_03430W_A,,,,,,,,,10,1224,828,0.4799452125788957,2,279,0.33695652173913043,0.33632644757239555,0.24049669737259227,ORF|Uncharacterized,Protein of unknown function; Spider biofilm induced
C5_03440W_A,,,,,,,,,5,141,216,0.9011899986629228,1,91,0.4212962962962963,0.2274641411785022,0.0,ORF|Uncharacterized,Protein of unknown function
C5_03450W_A,,,,,,,,,1,113,81,0.47604403440745197,3,55,0.6790123456790124,0.15838569712876727,0.0,snoRNA|Uncharacterized,C/D box small nucleolar RNA (snoRNA)
C5_03460C_A,,,,,,No,pga3,Yes,11,669,1014,0.42977723633832227,5,179,0.1765285996055227,0.17647713230910342,0.2439207658696241,ORF|Uncharacterized,"Ortholog(s) have Golgi apparatus, fungal-type vacuole membrane localization"
C5_03470C_A,,,,,,No,,,15,1946,1497,0.399390329955686,1,523,0.34936539746158984,0.34936458373324025,0.22660349900715213,ORF|Uncharacterized,"Predicted membrane transporter, member of the L-amino acid transporter-3 (LAT3) family, major facilitator superfamily (MFS)"
C5_03480C_A,,,,,,No,SPBC23G7.13c,No,14,837,1566,0.3571485144593939,2,367,0.23435504469987228,0.23435477091391035,0.20738774065721724,ORF|Verified,Spermidine transporter; induced in strains from HIV patients with oral candidiasis; alkaline repressed; amphotericin B induced; colony morphology regulated by Ssn6; reduced oral epithelial cell damage by mutant; Spider biofilm induced
C5_03490C_A,,,,,,,,,16,1543,1632,0.4169117647058823,7,422,0.25857843137254904,0.25857827523942356,0.204339272349598,ORF|Uncharacterized,Stationary phase enriched protein; predicted ORF from Assembly 19; removed from Assembly 20; subsequently reinstated in Assembly 21 based on comparative genome analysis
C5_03500W_A,GAP6,,,,,No,per1,No,13,1002,1707,0.28557120450084905,1,471,0.2759226713532513,0.27592259265421404,0.19280786923483317,ORF|Verified,"Broad-specificity amino acid permease; Plc1, Gcn4 regulated; rat catheter biofilm induced"
C5_03510C_A,,YHR131C,,NaN,1.0330,No,,,30,3092,1542,0.6342586937935125,2,289,0.1874189364461738,0.1874186581028065,0.4206320730252037,ORF|Uncharacterized,Protein of unknown function; mRNA binds to She3; Hap43-repressed; rat catheter and flow model biofilm induced
C5_03520W_A,,,,,,,,,12,626,1176,0.328920757492186,1,237,0.20153061224489796,0.2015189816530188,0.2032314740428706,ORF|Uncharacterized,Predicted ORF from Assembly 19; removed from Assembly 20; subsequently reinstated in Assembly 21 based on comparative genome analysis
C5_03530C_A,,COQ10,,,0.8598,,coq10,No,1,20,546,0.05812565410779697,1,454,0.8315018315018315,0.8061642800326952,0.0,ORF|Uncharacterized,Putative coenzyme Q (ubiquinone) binding protein; transcript is upregulated in clinical isolates from HIV+ patients with oral candidiasis
C5_03540C_A,RPS25B,RPS25B,,Yes,0.9792,,rps2501,No,1,2,318,0.1004853393067402,0,170,0.5345911949685535,0.4089343605026415,0.0,ORF|Uncharacterized,Ribosomal protein; macrophage/pseudohyphal-induced after 16 h; repressed upon phagocytosis by murine macrophage; transcript positively regulated by Tbf1; 5'-UTR intron; Hap43-induced; Spider biofilm repressed
C5_03550W_A,,NUP2,,NaN,1.0095,No,nup61,No,17,2441,2379,0.2261858908405311,0,360,0.15132408575031525,0.15132408569824002,0.1951468220193726,ORF|Uncharacterized,"Ortholog(s) have Ran GTPase binding, nucleocytoplasmic transporter activity"
C5_03560W_A,,SAP30,,,0.8898,,,,7,392,507,0.39195394038122156,2,288,0.5680473372781065,0.5428477192392958,0.2636662585739301,ORF|Uncharacterized,Predicted histone deacetylase activity; Spider biofilm induced
C5_03570W_A,,CUE1,,No,1.0190,,,,14,1743,510,0.7755189104930675,1,129,0.2529411764705882,0.24203757669137232,0.48865103684506433,ORF|Uncharacterized,"Ortholog(s) have ubiquitin binding, ubiquitin-protein transferase activator activity and role in ER-associated ubiquitin-dependent protein catabolic process, establishment of protein localization to endoplasmic reticulum membrane"
C5_03580C_A,CAC2,CAC2,,,0.8965,No,pcf2,No,15,1172,1383,0.30740625968391694,4,407,0.2942877801879971,0.29428563697494553,0.3065213325562837,ORF|Verified,Component of the chromatin assembly factor I (CAF-1); involved in regulation of white-opaque switching frequency; macrophage-induced
C5_03590W_A,LAP4,,,,,No,aap1,No,18,1640,1737,0.27585137947832244,13,341,0.1963154864709269,0.19631544499001627,0.2767374544329178,ORF|Verified,Protein similar to aminopeptidase I; mutation confers hypersensitivity to amphotericin B; transcript regulated in macrophage response; flow model biofilm induced
C5_03600W_A,MDJ1,MDJ1,,,,No,mdj1,Yes,4,331,1467,0.07276822640919733,0,839,0.5719154737559645,0.5719136756329659,0.0,ORF|Uncharacterized,Putative member of the HSP40 (DnaJ) family of chaperones; rat catheter and Spider biofilm induced
C5_03610W_A,HEX1,,,,,No,,,24,1905,1689,0.3539018707757607,13,250,0.14801657785671996,0.14801652731321266,0.3097952660166166,ORF|Verified,"Beta-N-acetylhexosaminidase/chitobiase, highly glycosylated enzyme that is secreted to the periplasm and culture medium; required for full virulence; may have role in carbon or nitrogen scavenging; possibly an essential gene (UAU1 method)"
C5_03620W_A,BTS1,BTS1,,,0.6300,No,,,10,751,999,0.2470983093820464,9,278,0.2782782782782783,0.278184020050838,0.19920599910854916,ORF|Uncharacterized,Putative geranylgeranyl diphosphate synthase; repressed by benomyl treatment; Spider biofilm induced
C5_03630C_A,,,,,,,,,9,899,579,0.4152564077306487,6,209,0.3609671848013817,0.3529911375992152,0.2719610815824436,ORF|Uncharacterized,Protein of unknown function; from Assembly 19; removed from Assembly 20; restored based on comparative genome analysis; F-12/CO2 early biofilm induced
C5_03640W_A,,,,,,No,dph5,No,3,468,900,0.08450782997762864,6,818,0.9088888888888889,0.9080608445810892,0.0,ORF|Uncharacterized,"Ortholog(s) have cytosol, nucleus localization"
C5_03650C_A,,,,,,No,mug180,No,10,963,1122,0.23612261806130905,1,260,0.23172905525846701,0.2317061073896747,0.19343948419665277,ORF|Uncharacterized,Protein of unknown function; Hap43-repressed gene
C5_03660W_A,,,,,,,,,5,309,268,0.5088828246825573,4,166,0.6194029850746269,0.4111217304818005,0.0,long_terminal_repeat,"Long terminal repeat (LTR); about 268 bp long, 9 copies per genome"
C5_03670C_A,,,,,,No,mug14,No,11,1184,861,0.3404761904761905,2,194,0.22531939605110338,0.22501633681453867,0.23859894358249303,ORF|Uncharacterized,"Ortholog(s) have cytosol, nucleus localization"
C5_03680W_A,FGR27,,,,,No,SPAC3C7.04,No,17,1576,2364,0.20720842130482306,1,426,0.1802030456852792,0.18020304561322995,0.1267530840394092,ORF|Verified,Zn(II)2Cys6 transcription factor; transposon mutation affects filamentous growth; required for yeast cell adherence to silicone substrate; Spider biofilm induced
C5_03690W_A,,,,,,No,mug180,No,22,2327,1245,0.5185083189902466,1,176,0.14136546184738955,0.14136136967982624,0.26342342847550804,ORF|Uncharacterized,Protein of unknown function; Spider biofilm induced
C5_03700C_A,,DPH5,,,0.9603,,dph5,No,0,0,900,0.0,6,900,1.0,0.9990889488055994,0.0,ORF|Uncharacterized,"Ortholog(s) have diphthine synthase activity, role in peptidyl-diphthamide biosynthetic process from peptidyl-histidine and cytosol, nucleus localization"
C5_03710C_A,,,,,,No,,,6,237,885,0.1971662300165749,1,589,0.6655367231638418,0.6648323627323159,0.0,ORF|Uncharacterized,Protein of unknown function; flow model biofilm induced; Spider biofilm induced
C5_03720C_A,,,,,,,,,20,1665,354,1.5990523054492436,7,116,0.327683615819209,0.26983589865995045,0.0,ORF|Dubious,Dubious open reading frame
C5_03730W_A,,,,,,,,,16,1901,843,0.5389418437443978,1,128,0.15183867141162516,0.15159423316385676,0.24252277580838513,ORF|Uncharacterized,Protein of unknown function; induced by alpha pheromone in SpiderM medium; Spider biofilm induced
C5_03740W_A,,,,,,,,,17,1549,822,0.603879202334473,2,144,0.17518248175182483,0.17483469267560783,0.3137837522469633,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_53470, Candida tenuis NRRL Y-1498 : CANTEDRAFT_93324, Spathaspora passalidarum NRRL Y-27907 : SPAPADRAFT_55715 and Candida tropicalis MYA-3404 : CTRG_05538"
C5_03750W_A,FAV2,,,,,,,,5,511,426,0.3313500364120919,3,138,0.323943661971831,0.29333410583304703,0.19505169367047848,ORF|Uncharacterized,"Adhesin-like protein; induced by mating factor in MTLa/a opaque cells, in cyr1 null, in filaments; regulated by Nrg1, Rfg1, Tup1, Tec1, Efg1, Ntd80, Rob1, Brg1; induced in oralpharyngeal candidasis; Spider biofilm induced"
C5_03760C_A,MTR10,MTR10,,,,No,mtr10,Yes,3,113,2880,0.029156931464174456,0,2775,0.9635416666666666,0.9635416666644546,0.0,ORF|Uncharacterized,Putative importin; member of a family of fungal-specific nuclear importins; Mig1-regulated
C5_03770C_A,,,,,,,ser3,No,19,1684,1140,0.47002200220022,6,274,0.24035087719298245,0.2403309960359111,0.26803786718598926,ORF|Uncharacterized,Protein similar to Candida boidinii formate dehydrogenase; virulence-group-correlated expression; Hap43-repressed; Spider biofilm repressed
C5_03780C_A,,,,,,,,,10,1076,627,0.4513024986709197,5,145,0.23125996810207336,0.22807112705998323,0.19999923607886264,ORF|Uncharacterized,Protein of unknown function; planktonic growth-induced gene
C5_03790W_A,GUK1,GUK1,,,,No,SPBC1198.05,Yes,1,56,573,0.046178472776024874,0,424,0.7399650959860384,0.722627219731874,0.0,ORF|Uncharacterized,Putative guanylate kinase; identified in extracts from biofilm and planktonic cells; protein level decrease in stationary phase cultures; Hap43p-induced gene
C5_03800W_A,,RCF1,,,0.9327,,,,3,145,585,0.16554989725721433,7,280,0.5982905982905983,0.5599019542875028,0.0,ORF|Verified,Cytochrome c oxidase subunit; membrane-localized protein; rat catheter biofilm induced
C5_03810C_A,,,,,,,,,15,1439,768,0.5144004216269842,2,148,0.19270833333333334,0.19205275004683367,0.24878496707023667,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_53540, Debaryomyces hansenii CBS767 : DEHA2G07854g, Pichia stipitis Pignal : PICST_32162 and Spathaspora passalidarum NRRL Y-27907 : SPAPADRAFT_50795"
C5_03820C_A,BUD7,BCH1,,No,1.0025,No,bch1,No,15,1598,2295,0.1934441710778101,6,837,0.36470588235294116,0.3647058820622222,0.16917606120818854,ORF|Uncharacterized,"Ortholog(s) have role in Golgi to plasma membrane transport, fungal-type cell wall chitin biosynthetic process and cell division site, clathrin-coated vesicle, cytosol, exomer complex, nucleus, ribosome localization"
C5_03830C_A,,TAF9,,,,No,taf9,Yes,5,411,696,0.23253594604911568,5,614,0.882183908045977,0.8760403006391582,0.0,ORF|Uncharacterized,"Ortholog(s) have chromatin binding, protein complex scaffold activity and role in RNA polymerase II transcriptional preinitiation complex assembly, histone acetylation"
C5_03840W_A,,THI80,,,,No,tnr3,Yes,2,9,981,0.07131841994227316,1,778,0.7930682976554536,0.7927467135712104,0.0,ORF|Verified,"Thiamine pyrophosphokinase, phosphorylates thiamine to produce the coenzyme thiamine pyrophosphate (thiamine diphosphate); active as a homodimer"
C5_03850W_A,,,,,,,,,2,2,393,0.19789871131905115,0,252,0.6412213740458015,0.5599461928987799,0.0,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_53580, C. parapsilosis CDC317 : CPAR2_303030, Debaryomyces hansenii CBS767 : DEHA2G07766g and Pichia stipitis Pignal : psti_CGOB_00176"
C5_03860W_A,HAM1,HAM1,,,1.0145,No,ham1,No,6,469,609,0.4055408193339228,9,186,0.3054187192118227,0.30039041391454835,0.20041444878497544,ORF|Uncharacterized,Putative deoxyribonucleoside triphosphate pyrophosphohydrolase; caspofungin repressed; regulated by Gcn2p and Gcn4p
C5_03870C_A,,PAR32,,,0.9210,,,,4,233,609,0.2884345687364779,1,405,0.6650246305418719,0.6540759012655488,0.0,ORF|Uncharacterized,Protein of unknown function; Spider biofilm induced
C5_03880C_A,,,,,,,,,32,1307,2355,0.6182590233545647,1,202,0.08577494692144373,0.08577494688391929,0.17192220882841938,ORF|Uncharacterized,Protein with Mob2p-dependent hyphal regulation; fluconazole-induced
C5_03890C_A,,,,,,,,,3,188,258,0.5803290342236215,0,140,0.5426356589147286,0.34786603444524955,0.0,ORF|Uncharacterized,Protein of unknown function
C5_03900W_A,PGA56,,,,,No,,,1,136,255,0.2033975659229209,1,151,0.592156862745098,0.37550774212796434,0.0,ORF|Verified,"Regulator of sorbose utilization; putative GPI-anchor; hypha and cell wall regeneration induced; colony morphology-related gene regulation by Ssn6; induced by Tbf1, Hap43; Spider biofilm induced"
C5_03910C_A,,,,,,,,,8,352,474,0.7872639674417212,7,134,0.28270042194092826,0.26555353788122915,0.23489031103613753,ORF|Uncharacterized,"Ortholog of C. parapsilosis CDC317 : CPAR2_302980, C. dubliniensis CD36 : Cd36_53630, Pichia stipitis Pignal : PICST_32155 and Candida orthopsilosis Co 90-125 : CORT_0E05120"
C5_03920C_A,,FCF1,,,,,fcf1,Yes,0,0,606,0.0,0,606,1.0,0.9830434644897993,0.0,ORF|Uncharacterized,Putative rRNA processing protein; Spider biofilm induced
C5_03930C_A,,SIA1,,,1.0285,No,dcr2,No,6,223,1806,0.16441378610737745,5,914,0.5060908084163898,0.5060907547800634,0.12695817074153803,ORF|Uncharacterized,Ortholog of S. cerevisiae Sia1; involved in activation of the Pma1 plasma membrane H+-ATPase by glucose in S. cerevisiae; Spider biofilm induced
C5_03940C_A,,YJR124C,,,1.0000,No,,,9,535,1464,0.27602459016393444,1,501,0.3422131147540984,0.3422120060567959,0.18332282402191916,ORF|Uncharacterized,Putative multidrug resistance protein; upregulated by Efg1p
C5_03950W_A,,,,,,,SPAC23D3.03c,No,17,397,2505,0.2162083356797377,1,479,0.19121756487025948,0.191217564851594,0.18413531793521612,ORF|Uncharacterized,Similar to Rab GTPase activators; Hap43p-induced gene
C5_03960W_A,,YBR016W,,No,1.0180,No,,,7,1429,390,0.5515873015873015,1,108,0.27692307692307694,0.2408930378687083,0.0,ORF|Uncharacterized,Putative plasma membrane protein; in S. cerevisiae it is localized to the cell bud and mating projection membrane; repressed by alpha pheromone in SpiderM medium
C5_03970W_A,,,,,,,mug180,No,5,331,1485,0.10592856671288044,3,380,0.2558922558922559,0.2558915838881756,0.09890693656462896,ORF|Verified,Alpha/beta-HydrolasE superfamily protein; membrane-localized
C5_03980W_A,,JIP4,,No,1.0097,,,,29,1552,2478,0.3553238346697166,0,347,0.1400322841000807,0.14003228408217466,0.22357671035487287,ORF|Uncharacterized,Protein of unknown function; Spider biofilm induced
C5_03990W_A,MID1,MID1,,,NaN,No,yam8,No,9,284,1680,0.16171961072346677,10,355,0.2113095238095238,0.21130944485798905,0.13240001436118715,ORF|Verified,Putative stretch-activated Ca2+ channel of the high affinity calcium uptake system; role in thigmotropism; decreased transcription is observed upon fluphenazine treatment or in an azole-resistant strain with CDR1 and CDR2 overexpression
C5_04000W_A,RCF3,RFC3,,No,,No,rfc3,Yes,0,0,1115,0.0,1,1044,1.0,0.9997839965173034,0.0,ORF|Uncharacterized,Putative heteropentameric replication factor C subunit; transcription is induced upon filamentous growth
C5_04010C_A,,,,,,,,,7,1241,639,0.3476822180433494,3,259,0.405320813771518,0.4003561061079226,0.21191203004682105,ORF|Uncharacterized,Predicted protein of unknown function; Plc1-regulated
C5_04020C_A,FGR42,,,,,No,,,11,1183,315,1.2223885109599395,1,64,0.20317460317460317,0.15431332915791462,0.0,ORF|Verified,Protein lacking an ortholog in S. cerevisiae; transposon mutation affects filamentous growth
C5_04030W_A,,,,,,No,,,2,126,1143,0.06170214124694267,0,628,0.5494313210848644,0.5493872167186509,0.0,ORF|Uncharacterized,Protein of unknown function; flow model biofilm induced; Spider biofilm induced
C5_04040C_A,,,,,,,,,7,321,357,0.6936666040218004,2,96,0.2689075630252101,0.22259727281105807,0.0,ORF|Dubious,Ortholog of Candida albicans WO-1 : CAWG_04776
C5_04050W_A,,NVJ2,,,1.0205,No,SPBC23G7.06c,No,26,2257,2796,0.30969311902157143,6,432,0.15450643776824036,0.15450643776741876,0.17568435380849248,ORF|Verified,Plasma membrane-localized protein of unknown function; Hap43p-repressed gene
C5_04060C_A,MEC1,MEC1,,,,No,rad3,No,23,667,6978,0.11601976061486846,5,1052,0.15075952995127545,0.15075952995127545,0.12369978178841805,ORF|Verified,Cell cycle checkpoint protein with a role in genome integrity; RNA abundance regulated by tyrosol and cell density
C5_04070C_A,CKS1,CKS1,,,,No,suc1,Yes,0,0,309,0.0,0,309,1.0,0.7483817216070642,0.0,ORF|Uncharacterized,"Ortholog(s) have cyclin-dependent protein serine/threonine kinase activator activity, histone binding, protein complex binding, ubiquitin binding, zinc ion binding activity"
C5_04080C_A,,CWC25,,,,,cwf25,Yes,0,0,666,0.0,0,666,1.0,0.9906223111373232,0.0,ORF|Uncharacterized,Putative splicing factor required for the first step of pre-mRNA splicing; Spider biofilm induced
C5_04090C_A,SUI1,SUI1,,,,No,sui1,Yes,0,0,330,0.0,0,330,1.0,0.7858349830425586,0.0,ORF|Uncharacterized,"Putative translation initiation factor; flucytosine induced; genes encoding ribosomal subunits, translation factors, and tRNA synthetases are downregulated upon phagocytosis by murine macrophage"
